Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1993","1993","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1993","1993","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1993","1993","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1993","1993","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7021","Annual value","LCU","21350","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1994","1994","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7021","Annual value","LCU","23400","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1995","1995","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7021","Annual value","LCU","25450","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1996","1996","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7021","Annual value","LCU","25125","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1997","1997","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7021","Annual value","LCU","21725","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1998","1998","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7021","Annual value","LCU","25300","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","1999","1999","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7021","Annual value","LCU","27500","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2000","2000","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7021","Annual value","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2001","2001","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7021","Annual value","LCU","18625","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2002","2002","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7021","Annual value","LCU","36175","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2003","2003","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7021","Annual value","LCU","36380","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2004","2004","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7021","Annual value","LCU","37000","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2005","2005","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7021","Annual value","LCU","38000","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2006","2006","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7021","Annual value","LCU","40000","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7005","May","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7006","June","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7007","July","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7008","August","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7009","September","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7010","October","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7011","November","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2007","2007","7012","December","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2008","2008","7021","Annual value","LCU","42000","A","Official figure"
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2008","2008","7001","January","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2008","2008","7002","February","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2008","2008","7003","March","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2008","2008","7004","April","","","",""
"PP","Producer Prices","586","Pakistan","5530","Producer Price (LCU/tonne)","01341","Apples","2008","2008","7005","May","","","",""
